question,span,answer,syntatic_divergence,span_TFIDF,matching_word_frequency,bigram_overlap,trigram_overlap,span_word_frequency,bigram_TFIDF,trigram_TFIDF,minkowski_distance,manhattan_distance,euclidean_distance,hamming_distance,jaccard_distance,consistant_labels,span_POS_tags,span_length,question_length
Which NFL team represented the AFC at Super Bowl 50?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,Denver Broncos,"(1, ((5, ['their-24', 'title-28', 'earn-23', 'defeated-10', 'broncos-9', 'denver-8']), (4, ['which-0', 'team-2', 'represented-3', 'afc-5', 'the-4'])))",1.2400000000000002,0.14285714285714285,0.05,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,137.0,137,33.18132004607411,161,0.8928571428571429,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,10
Where was Super Bowl 50 held?,"The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.","Santa Clara, California.","(7, ((8, ['was-2', 'played-3', 'at-10', 'stadium-13', 'in-14', 'area-19', 'at-20', 'clara-22', 'santa-21']), (1, ['where-0', 'was-1'])))",1.0952380952380956,0,0.0,0.0,1.0952380952380956,3.4641016151377557,3.3166247903554007,95.0,95,25.865034312755125,99,0.9583333333333334,"(ROOT (S (NP (DT The) (NN game)) (VP (VBD was) (VP (VBN played) (PP (IN on) (NP (NNP February) (CD 7) (, ,) (CD 2016))) (, ,) (PP (IN at) (NP (NP (NNP Levi's) (NNP Stadium)) (PP (IN in) (NP (NP (DT the) (NML (NML (NNP San) (NNP Francisco)) (NNP Bay)) (NNP Area)) (PP (IN at) (NP (NP (NNP Santa) (NNP Clara)) (, ,) (NP (NNP California)))))))))) (. .)))","[('The', 'DET'), ('game', 'NOUN'), ('was', 'VERB'), ('played', 'VERB'), ('on', 'ADP'), ('February', 'NOUN'), ('7', 'NUM'), (',', '.'), ('2016', 'NUM'), (',', '.'), ('at', 'ADP'), ('Levi', 'NOUN'), (""'s"", 'PRT'), ('Stadium', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('San', 'NOUN'), ('Francisco', 'NOUN'), ('Bay', 'NOUN'), ('Area', 'NOUN'), ('at', 'ADP'), ('Santa', 'NOUN'), ('Clara', 'NOUN'), (',', '.'), ('California', 'NOUN'), ('.', '.')]",21,6
The name of the NFL championship game is?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,Super Bowl,"(2, ((3, ['game-7', 'was-3', 'bowl-1', 'super-0']), (1, ['the-3', 'game-6'])))",1.2727272727272725,0.14285714285714285,0.0,0.0,1.2727272727272725,3.6055512754639905,3.4641016151377557,91.0,91,23.769728648009426,113,0.8695652173913043,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,8
Which NFL team represented the AFC at Super Bowl 50?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,Denver Broncos,"(1, ((5, ['their-24', 'title-28', 'earn-23', 'defeated-10', 'broncos-9', 'denver-8']), (4, ['which-0', 'team-2', 'represented-3', 'afc-5', 'the-4'])))",1.2400000000000002,0.14285714285714285,0.05,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,137.0,137,33.18132004607411,161,0.8928571428571429,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,10
How many teams have played in the Super Bowl eight times?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,4,"(1, ((5, ['their-24', 'title-28', 'earn-23', 'defeated-10', 'champion-18', '24–10-21']), (6, ['how-0', 'many-1', 'teams-2', 'played-4', 'in-5', 'bowl-8', 'the-6'])))",1.2400000000000002,0.09523809523809523,0.05,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,136.0,136,32.0,163,0.896551724137931,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,11
How many times have the Panthers been in the Super Bowl?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,2,"(1, ((7, ['the-21', 'season-23', 'for-20', 'champion-11', 'determine-9', 'game-7', 'was-3', '.-24']), (6, ['how-0', 'many-1', 'times-2', 'been-6', 'in-7', 'bowl-10', 'the-8'])))",1.2727272727272725,0.14285714285714285,0.07692307692307693,0.0,1.2727272727272725,3.6055512754639905,3.4641016151377557,82.0,82,19.79898987322333,115,0.9259259259259259,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,11
How many times have the Panthers been in the Super Bowl?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,2,"(1, ((7, ['the-21', 'season-23', 'for-20', 'champion-11', 'determine-9', 'game-7', 'was-3', '.-24']), (6, ['how-0', 'many-1', 'times-2', 'been-6', 'in-7', 'bowl-10', 'the-8'])))",1.2727272727272725,0.14285714285714285,0.07692307692307693,0.0,1.2727272727272725,3.6055512754639905,3.4641016151377557,82.0,82,19.79898987322333,115,0.9259259259259259,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,11
Which team held the scoring lead throughout the entire game?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,Broncos,"(1, ((4, ['their-24', 'title-28', 'earn-23', 'defeated-10', 'broncos-9']), (5, ['which-0', 'team-1', 'held-2', 'throughout-6', 'game-9', 'the-7'])))",1.2400000000000002,0,0.0,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,133.0,133,30.740852297878796,159,0.9655172413793104,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,10
What was the number of solo tackles that Von Miller had in Super Bowl 50?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,5,"(0, ((8, ['super-0', 'bowl-1', 'was-3', 'game-7', 'determine-9', 'champion-11', 'for-20', 'season-23', '2015-22']), (8, ['what-0', 'was-1', 'number-3', 'of-4', 'tackles-6', 'had-10', 'in-11', 'bowl-13', 'super-12'])))",1.2727272727272725,0.21428571428571427,0.15384615384615385,0.08333333333333333,1.2727272727272725,3.6055512754639905,3.4641016151377557,65.0,65,15.459624833740307,119,0.8275862068965517,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,15
How many times have the Panthers been in the Super Bowl?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,2,"(1, ((7, ['the-21', 'season-23', 'for-20', 'champion-11', 'determine-9', 'game-7', 'was-3', '.-24']), (6, ['how-0', 'many-1', 'times-2', 'been-6', 'in-7', 'bowl-10', 'the-8'])))",1.2727272727272725,0.14285714285714285,0.07692307692307693,0.0,1.2727272727272725,3.6055512754639905,3.4641016151377557,82.0,82,19.79898987322333,115,0.9259259259259259,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,11
What was the number of solo tackles that Von Miller had in Super Bowl 50?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,5,"(0, ((8, ['super-0', 'bowl-1', 'was-3', 'game-7', 'determine-9', 'champion-11', 'for-20', 'season-23', '2015-22']), (8, ['what-0', 'was-1', 'number-3', 'of-4', 'tackles-6', 'had-10', 'in-11', 'bowl-13', 'super-12'])))",1.2727272727272725,0.21428571428571427,0.15384615384615385,0.08333333333333333,1.2727272727272725,3.6055512754639905,3.4641016151377557,65.0,65,15.459624833740307,119,0.8275862068965517,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,15
What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,third,"(2, ((3, ['super-26', 'bowl-27', 'title-28', 'third-25']), (5, ['what-0', 'ranking-1', 'have-9', 'show-8', 'bowl-5', 'super-4'])))",1.2400000000000002,0.09523809523809523,0.05,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,108.0,108,24.576411454889016,162,0.9142857142857143,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,18
Which Super Bowl did Roger Goodell speak about?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",the 50th Super Bowl,"(10, ((13, ['super-50', 'l-52', 'as-48', 'known-47', 'numerals-38', 'with-36', 'naming-31', 'of-30', 'tradition-29', 'suspending-27', 'emphasized-10', 'feature-62', 'numerals-65', 'the-63']), (3, ['which-0', 'did-3', 'bowl-2', 'super-1'])))",2.0357142857142856,0.1875,0.0967741935483871,0.0,2.0357142857142856,5.096368606466077,5.477225575051665,306.0,306,77.57576941287789,294,0.9361702127659575,"(ROOT (S (SBAR (IN As) (S (NP (DT this)) (VP (VBD was) (NP (DT the) (JJ 50th) (NNP Super) (NNP Bowl))))) (, ,) (NP (DT the) (NN league)) (VP (VBD emphasized) (NP (NP (NP (DT the) (`` "") (JJ golden) (NN anniversary)) ('' "") (PP (IN with) (NP (JJ various) (ADJP (NN gold) (HYPH -) (JJ themed)) (NNS initiatives)))) (, ,) (CONJP (RB as) (RB well) (IN as)) (S (ADVP (RB temporarily)) (VP (VBG suspending) (NP (NP (DT the) (NN tradition)) (PP (IN of) (S (VP (VBG naming) (NP (DT each) (NML (NNP Super) (NNP Bowl)) (NN game)) (PP (IN with) (NP (NP (JJ Roman) (NNS numerals)) (-LRB- -LRB-) (SBAR (WHPP (IN under) (WHNP (WDT which))) (S (NP (DT the) (NN game)) (VP (MD would) (VP (VB have) (VP (VBN been) (VP (VBN known) (PP (IN as) (NP (`` "") (NML (NNP Super) (NNP Bowl)) (NNP L))))))))) ('' ""))))))))) (-RRB- -RRB-)) (, ,) (SBAR (IN so) (IN that) (S (NP (DT the) (NN logo)) (VP (MD could) (ADVP (RB prominently)) (VP (VB feature) (NP (DT the) (JJ Arabic) (NNS numerals)) (NP (CD 50))))))) (. .)))","[('As', 'ADP'), ('this', 'DET'), ('was', 'VERB'), ('the', 'DET'), ('50th', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), (',', '.'), ('the', 'DET'), ('league', 'NOUN'), ('emphasized', 'VERB'), ('the', 'DET'), ('``', '.'), ('golden', 'ADJ'), ('anniversary', 'NOUN'), (""''"", '.'), ('with', 'ADP'), ('various', 'ADJ'), ('gold-themed', 'ADJ'), ('initiatives', 'NOUN'), (',', '.'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('temporarily', 'ADV'), ('suspending', 'VERB'), ('the', 'DET'), ('tradition', 'NOUN'), ('of', 'ADP'), ('naming', 'VERB'), ('each', 'DET'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('game', 'NOUN'), ('with', 'ADP'), ('Roman', 'NOUN'), ('numerals', 'NOUN'), ('(', '.'), ('under', 'ADP'), ('which', 'DET'), ('the', 'DET'), ('game', 'NOUN'), ('would', 'VERB'), ('have', 'VERB'), ('been', 'VERB'), ('known', 'VERB'), ('as', 'ADP'), ('``', '.'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('L', 'NOUN'), (""''"", '.'), (')', '.'), (',', '.'), ('so', 'ADV'), ('that', 'ADP'), ('the', 'DET'), ('logo', 'NOUN'), ('could', 'VERB'), ('prominently', 'ADV'), ('feature', 'VERB'), ('the', 'DET'), ('Arabic', 'NOUN'), ('numerals', 'NOUN'), ('50', 'NUM'), ('.', '.')]",56,8
What venue did Super Bowl 50 take place in?,"The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",Levi's Stadium,"(999995, ((999999, []), (4, ['what-0', 'venue-1', 'did-2', 'take-6', 'in-8'])))",1.0952380952380956,0,0.0,0.0,1.0952380952380956,3.4641016151377557,3.3166247903554007,83.0,83,21.840329667841555,103,1.0,"(ROOT (S (NP (DT The) (NN game)) (VP (VBD was) (VP (VBN played) (PP (IN on) (NP (NNP February) (CD 7) (, ,) (CD 2016))) (, ,) (PP (IN at) (NP (NP (NNP Levi's) (NNP Stadium)) (PP (IN in) (NP (NP (DT the) (NML (NML (NNP San) (NNP Francisco)) (NNP Bay)) (NNP Area)) (PP (IN at) (NP (NP (NNP Santa) (NNP Clara)) (, ,) (NP (NNP California)))))))))) (. .)))","[('The', 'DET'), ('game', 'NOUN'), ('was', 'VERB'), ('played', 'VERB'), ('on', 'ADP'), ('February', 'NOUN'), ('7', 'NUM'), (',', '.'), ('2016', 'NUM'), (',', '.'), ('at', 'ADP'), ('Levi', 'NOUN'), (""'s"", 'PRT'), ('Stadium', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('San', 'NOUN'), ('Francisco', 'NOUN'), ('Bay', 'NOUN'), ('Area', 'NOUN'), ('at', 'ADP'), ('Santa', 'NOUN'), ('Clara', 'NOUN'), (',', '.'), ('California', 'NOUN'), ('.', '.')]",21,9
What venue did Super Bowl 50 take place in?,"The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",Levi's Stadium,"(999995, ((999999, []), (4, ['what-0', 'venue-1', 'did-2', 'take-6', 'in-8'])))",1.0952380952380956,0,0.0,0.0,1.0952380952380956,3.4641016151377557,3.3166247903554007,83.0,83,21.840329667841555,103,1.0,"(ROOT (S (NP (DT The) (NN game)) (VP (VBD was) (VP (VBN played) (PP (IN on) (NP (NNP February) (CD 7) (, ,) (CD 2016))) (, ,) (PP (IN at) (NP (NP (NNP Levi's) (NNP Stadium)) (PP (IN in) (NP (NP (DT the) (NML (NML (NNP San) (NNP Francisco)) (NNP Bay)) (NNP Area)) (PP (IN at) (NP (NP (NNP Santa) (NNP Clara)) (, ,) (NP (NNP California)))))))))) (. .)))","[('The', 'DET'), ('game', 'NOUN'), ('was', 'VERB'), ('played', 'VERB'), ('on', 'ADP'), ('February', 'NOUN'), ('7', 'NUM'), (',', '.'), ('2016', 'NUM'), (',', '.'), ('at', 'ADP'), ('Levi', 'NOUN'), (""'s"", 'PRT'), ('Stadium', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('San', 'NOUN'), ('Francisco', 'NOUN'), ('Bay', 'NOUN'), ('Area', 'NOUN'), ('at', 'ADP'), ('Santa', 'NOUN'), ('Clara', 'NOUN'), (',', '.'), ('California', 'NOUN'), ('.', '.')]",21,9
