,word,vec
6113,occupying,0.0
6114,transient,0.0
6115,knowledge,0.0
6116,wider,0.0
6117,Religious,0.0
6118,spiritual,0.0
6119,guru,0.0
6120,mullah,0.0
6121,rabbi,0.0
6122,pastors/youth,0.0
6123,lama,0.0
6124,teach,0.0
6125,text,0.0
6126,Quran,0.0
6127,Torah,0.0
6128,Bible,0.0
6129,Teaching,0.0
6130,informally,0.0
6131,homeschooling,0.0
6132,Formal,0.0
6133,enjoy,0.0
6134,par,0.0
6135,physician,0.0
6136,accountant,0.0
6137,Chartered,0.0
6138,CPA,0.0
6139,duty,0.0
6140,Outside,0.0
6141,classroom,0.0
6142,supervise,0.0
6143,hall,0.0
6144,organization,0.0
6145,extracurricular,0.0
6146,responsibility,0.0
6147,discipline,0.0
6148,instill,0.0
6149,update,0.0
6150,standing,0.0
6151,Around,0.0
6152,protect,0.0
6153,certifying,0.0
6154,governing,0.0
6155,enforcing,0.0
6156,profession,0.0
6157,clear,0.0
6158,complaint,0.0
6159,involving,0.0
6160,allegation,0.0
6161,misconduct,0.0
6162,appropriate,0.0
6163,disciplinary,0.0
6164,accrediting,0.0
6165,funded,0.0
6166,belong,0.0
6167,Board,0.0
6168,Education,0.0
6169,Superintendent,0.0
6170,Public,0.0
6171,Instruction,0.0
6172,Agency,0.0
6173,governmental,0.0
6174,Unions,0.0
6175,responsible,0.0
6176,perhaps,0.0
6177,outdoors,0.0
6178,tutor,0.0
6179,accomplished,0.0
6180,approach,0.0
6181,Different,0.0
6182,determined,0.0
6183,assist,0.0
6184,outside,0.0
6185,accompanying,0.0
6186,increasing,0.0
6187,specifically,0.0
6188,internet,0.0
6189,follow,0.0
6190,interact,0.0
6191,infant,0.0
6192,adult,0.0
6193,disability,0.0
6194,involve,0.0
6195,assessing,0.0
6196,educational,0.0
6197,Understanding,0.0
6198,involves,0.0
6199,differentiated,0.0
6200,supervision,0.0
6201,Pedagogy,0.0
6202,learner,0.0
6203,ass,0.0
6204,pedagogic,0.0
6205,his/her,0.0
6206,differentiates,0.0
6207,accordingly,0.0
6208,follows,0.0
6209,bulk,0.0
6210,self-study,0.0
6211,feedback,0.0
6212,loop,0.0
6213,lazy,0.0
6214,inspire,0.0
6215,bored,0.0
6216,deflate,0.0
6217,cocky,0.0
6218,encourage,0.0
6219,timid,0.0
6220,detect,0.0
6221,flaw,0.0
6222,broaden,0.0
6223,viewpoint,0.0
6224,look,0.0
6225,gamut,0.0
6226,psychology,0.0
6227,session,0.0
6228,tends,0.0
6229,surrogate,0.0
6230,true,0.0
6231,alternative,0.0
6232,platoon,0.0
6233,placing,0.0
6234,move,0.0
6235,learn,0.0
6236,specialize,0.0
6237,tend,0.0
6238,knowledgeable,0.0
6239,Students,0.0
6240,derive,0.0
6241,staying,0.0
6242,peer,0.0
6243,Co-teaching,0.0
6244,trend,0.0
6245,harmoniously,0.0
6246,fulfill,0.0
6247,networking,0.0
6248,cognitive,0.0
6249,Co-teachers,0.0
6250,sync,0.0
6251,climate,0.0
6252,corporal,0.0
6253,punishment,0.0
6254,substitute,0.0
6255,normal,0.0
6256,parental,0.0
6257,spanking,0.0
6258,paddling,0.0
6259,caning,0.0
6260,strapping,0.0
6261,birching,0.0
6262,banned,0.0
6263,lawful,0.0
6264,1977,0.0
6265,violate,0.0
6266,Constitution,0.0
6267,declining,0.0
6268,Alabama,0.0
6269,Arkansas,0.0
6270,Louisiana,0.0
6271,Mississippi,0.0
6272,Oklahoma,0.0
6273,Tennessee,0.0
6274,Texas,0.0
6275,Private,0.0
6276,Corporal,0.10316345171483576
6277,administered,0.0
6278,trouser,0.0
6279,skirt,0.0
6280,specially,0.0
6281,wooden,0.0
6282,paddle,0.0
6283,hallway,0.0
6284,nowadays,0.0
6285,privately,0.0
6286,principal,0.0
6287,office,0.0
6288,Official,0.0
6289,commonplace,0.0
6290,Asian,0.0
6291,African,0.0
6292,Caribbean,0.0
6293,detention,0.0
6294,UK,0.0
6295,Singapore,0.0
6296,pupil,0.0
6297,lunch,0.0
6298,recess,0.0
6299,non-school,0.0
6300,Saturday,0.0
6301,normally,0.0
6302,essay,0.0
6303,quietly,0.0
6304,relies,0.0
6305,assertive,0.0
6306,impose,0.0
6307,Positive,0.0
6308,reinforcement,0.0
6309,balanced,0.0
6310,immediate,0.0
6311,misbehavior,0.0
6312,firm,0.0
6313,boundary,0.0
6314,inappropriate,0.0
6315,behavior,0.0
6316,sarcasm,0.0
6317,humiliate,0.0
6318,falling,0.0
6319,constitutes,0.0
6320,verification,0.0
6321,Whilst,0.0
6322,consensus,0.0
6323,advocate,0.0
6324,confrontational,0.0
6325,stem,0.0
6326,weakness,0.0
6327,attainment,0.0
6328,countries—in,0.0
6329,instance—that,0.0
6330,combine,0.0
6331,stereotypical,0.0
6332,reality,0.0
6333,commensurable,0.0
6334,Japan,0.0
6335,test,0.0
6336,exceed,0.0
6337,problematic,0.0
6338,officially,0.0
6339,extremely,0.0
6340,rigid,0.0
6341,code,0.0
6342,unmanageable,0.0
6343,enforce,0.0
6344,Where,0.0
6345,maintaining,0.0
6346,divert,0.0
6347,response,0.0
6348,concentrate,0.0
6349,motivated,0.0
6350,attention-seeking,0.0
6351,disruptive,0.0
6352,examination,0.0
6353,disproportionate,0.0
6354,Given,0.0
6355,emphasis,0.0
6356,administrator,0.0
6357,regard,0.0
6358,Sudbury,0.0
6359,popularly,0.0
6360,maintain,0.0
6361,effectively,0.0
6362,dictatorial,0.0
6363,alike,0.0
6364,preservation,0.0
6365,anywhere,0.0
6366,Primarily,0.0
6367,thence,0.0
6368,atmosphere,0.0
6369,persuasion,0.0
6370,confrontation,0.0
6371,confront,0.0
6372,argue,0.0
6373,fairly,0.0
6374,democratically,0.0
6375,judicial,0.0
6376,prevails,0.0
6377,increasingly,0.0
6378,develops,0.0
6379,absolute,0.0
6380,capricious,0.0
6381,affect,0.0
6382,perceive,0.0
6383,material,0.0
6384,enthusiasm,0.0
6385,positive,0.0
6386,teacher/course,0.0
6387,evaluation,0.0
6388,disposition,0.0
6389,transfer,0.0
6390,receptive,0.0
6391,rote,0.0
6392,invigoration,0.0
6393,covered,0.0
6394,begin,0.0
6395,bore,0.0
6396,enthusiastic,0.0
6397,engaged,0.0
6398,energetic,0.0
6399,curious,0.0
6400,Recent,0.0
6401,correlation,0.0
6402,intrinsic,0.0
6403,motivation,0.0
6404,vitality,0.0
6405,Controlled,0.0
6406,exploring,0.0
6407,nonverbal,0.0
6408,expression,0.0
6409,demonstrative,0.0
6410,gesturing,0.0
6411,varied,0.0
6412,emotional,0.0
6413,facial,0.0
6414,reporting,0.0
6415,mechanism,0.0
6416,Teacher,0.0
6417,contribute,0.0
6418,excitement,0.0
6419,Enthusiastic,0.0
6420,self-determined,0.0
6421,mere,0.0
6422,exposure,0.0
6423,indicates,0.0
6424,context,0.0
6425,motivational,0.0
6426,embellishment,0.0
6427,surprise,0.0
6428,presentation,0.0
6429,contagion,0.0
6430,apply,0.0
6431,intrinsically,0.0
6432,closely,0.0
6433,student-teacher,0.0
6434,beneficial,0.0
6435,effective,0.0
6436,foster,0.0
6437,Useful,0.0
6438,teacher-to-student,0.0
6439,interaction,0.0
6440,crucial,0.0
6441,linking,0.0
6442,Here,0.0
6443,receives,0.0
6444,superior,0.0
6445,guide,0.0
6446,aligning,0.0
6447,self-confidence,0.0
6448,friendly,0.0
6449,supportive,0.0
6450,spend,0.0
6451,interacting,0.0
6452,perceived,0.0
6453,Effective,0.0
6454,invite,0.0
6455,willingness,0.0
6456,succeed,0.0
6457,talking,0.0
6458,chemistry,0.0
6459,young,0.0
6460,Misconduct,0.0
6461,sexual,0.0
6462,scrutiny,0.0
6463,Women,0.0
6464,9.6,0.0
6465,unwanted,0.0
6466,volunteer,0.0
6467,driver,0.0
6468,sometime,0.0
6469,0.3,0.0
6470,prevalence,0.0
6471,abuse,0.0
6472,worker,0.0
6473,referenced,0.0
6474,consisted,0.0
6475,probability,0.0
6476,sample,0.0
6477,"2,869",0.0
6478,computer-assisted,0.0
6479,therefore,0.0
6480,logical,0.0
6481,conclude,0.0
6482,AAUW,0.0
6483,posed,0.0
6484,fourteen,0.0
6485,harassment,0.0
6486,drawn,0.0
6487,"80,000",0.0
6488,stratified,0.0
6489,two-stage,0.0
6490,"2,065",0.0
6491,8th,0.0
6492,gauged,0.0
6493,95,0.0
6494,margin,0.0
6495,error,0.0
6496,high-profile,0.0
6497,Debra,0.0
6498,LaFave,0.0
6499,Pamela,0.0
6500,Rogers,0.0
6501,Kay,0.0
6502,Letourneau,0.0
6503,Keates,0.0
6504,Schoolmasters,0.0
6505,offender,0.0
6506,prosecution,0.0
6507,statutory,0.0
6508,rape,0.0
6509,anomaly,0.0
6510,concerned,0.0
6511,outrage,0.0
6512,Fears,0.0
6513,labelled,0.0
6514,pedophile,0.0
6515,hebephile,0.0
6516,jurisdiction,0.0
6517,reportedly,0.0
6518,occupational,0.0
6519,stress,0.0
6520,negatively,0.0
6521,mental,0.0
6522,productivity,0.0
6523,Stress,0.0
6524,organizational,0.0
6525,fellow,0.0
6526,personnel,0.0
6527,workload,0.0
6528,inspection,0.0
6529,risk,0.0
6530,burnout,0.0
6531,42,0.0
6532,anxiety,0.0
6533,mitigate,0.0
6534,Organizational,0.0
6535,intervention,0.0
6536,changing,0.0
6537,mentoring,0.0
6538,bonus,0.0
6539,Individual-level,0.0
6540,stress-management,0.0
6541,counseling,0.0
6542,relieve,0.0
6543,similarity,0.0
6544,educated,0.0
6545,Governments,0.0
6546,certification,0.0
6547,recognized,0.0
6548,elementary,0.0
6549,certificate,0.0
6550,completion,0.0
6551,specialty,0.0
6552,prerequisite,0.0
6553,student-teaching,0.0
6554,diploma,0.0
6555,graduation,0.0
6556,prospective,0.0
6557,psychiatric,0.0
6558,fast,0.0
6559,norm,0.0
6560,concern,0.0
6561,grow,0.0
6562,Australia,0.0
6563,three-tier,0.0
6564,schools/high,0.0
6565,tertiary,0.0
6566,TAFE,0.0
6567,post-secondary,0.0
6568,Bachelor,0.0
6569,Degree,0.0
6570,qualified,0.0
6571,Salary,0.0
6572,"40,000/year",0.0
6573,"90,000/yr",0.0
6574,option,0.0
6575,provincial,0.0
6576,sector,0.0
6577,civil,0.0
6578,servant,0.0
6579,recruited,0.0
6580,Lehramtstudien,0.0
6581,Studies,0.0
6582,Grundschule,0.0
6583,Hauptschule,0.0
6584,Realschule,0.0
6585,Salaries,0.0
6586,index,0.0
6587,Bundesbesoldungsordnung,0.0
6588,seniority,0.0
6589,deputy,0.0
6590,assistant,0.0
6591,Gaeltacht,0.0
6592,"€27,814",0.0
6593,p.a.,0.0
6594,rising,0.0
6595,incrementally,0.0
6596,"€53,423",0.0
6597,M.A.,0.0
6598,H.Dip.,0.0
6599,etc,0.0
6600,"€90,000",0.0
6601,Section,0.0
6602,Act,0.0
6603,employed,0.0
6604,capacity,0.0
6605,post,0.0
6606,-,0.0
6607,Oireachtas,0.0
6608,Garda,0.0
6609,vetting,0.0
6610,entrant,0.0
6611,procedure,0.0
6612,non-teaching,0.0
6613,voluntary,0.0
6614,Existing,0.0
6615,vetted,0.0
6616,phased,0.0
6617,Nursery,0.0
6618,Secondary,0.0
6619,ranged,0.0
6620,"£20,133",0.0
6621,"£41,004",0.0
6622,depending,0.0
6623,Preschool,0.0
6624,"£20,980",0.0
6625,annually,0.0
6626,bachelor,0.0
6627,attract,0.0
6628,hard-to-fill,0.0
6629,Excellent,0.0
6630,outweigh,0.0
6631,slowing,0.0
6632,enrollment,0.0
6633,geographic,0.0
6634,wishing,0.0
6635,GTCS,0.0
6636,graduate,0.0
6637,Initial,0.0
6638,ITE,0.0
6639,Universities,0.0
6640,Once,0.0
6641,Provisional,0.0
6642,Registration,0.0
6643,Full,0.0
6644,sufficient,0.0
6645,Standard,0.0
6646,unpromoted,0.0
6647,"£20,427",0.0
6648,Probationer,0.0
6649,"£32,583",0.0
6650,"£39,942",0.0
6651,module,0.0
6652,Status,0.0
6653,requiring,0.0
6654,Promotion,0.0
6655,Principal,0.0
6656,attracts,0.0
6657,"£34,566",0.0
6658,"£44,616",0.0
6659,Deputy,0.0
6660,Head,0.0
6661,"£40,290",0.0
6662,"£78,642",0.0
6663,Educational,0.0
6664,differs,0.0
6665,largely,0.0
6666,2008/09,0.0
6667,cent,0.0
6668,sole,0.0
6669,nursery,0.0
6670,compulsory,0.0
6671,ATL,0.0
6672,NUT,0.0
6673,NASUWT,0.0
6674,suggest,0.0
6675,determines,0.0
6676,certified,0.0
6677,Child,0.0
6678,Left,0.0
6679,Additionally,0.0
6680,substitute/temporary,0.0
6681,rigorous,0.0
6682,full-time,0.0
6683,Bureau,0.0
6684,Labor,0.0
6685,Statistics,0.0
6686,estimate,0.0
6687,1.4,0.0
6688,"674,000",0.0
6689,U.S,0.0
6690,relatively,0.0
6691,rapidly,0.0
6692,greatly,0.0
6693,cost,0.0
6694,suburban,0.0
6695,median,0.0
6696,"46,000",0.0
6697,2004,0.0
6698,entry,0.0
6699,"32,000",0.0
6700,Median,0.0
6701,preschool,0.0
6702,"21,000",0.0
6703,"35,000",0.0
6704,Dakota,0.0
6705,"71,000",0.0
6706,"52,000",0.0
6707,long-term,0.0
6708,insurance,0.0
6709,emergency/personal,0.0
6710,Federation,0.0
6711,survey,0.0
6712,2006-07,0.0
6713,"51,009",0.0
6714,K-12,0.0
6715,"39,259",0.0
6716,"41,855",0.0
6717,supervising,0.0
6718,after-school,0.0
6719,monetary,0.0
6720,compensation,0.0
6721,benefit,0.0
6722,Merit,0.0
6723,advent,0.0
6724,selling,0.0
6725,supplemental,0.0
6726,TeachersPayTeachers.com,0.0
6727,Protestant/Non-Denominational,0.0
6728,authoritarian/hierarchical,0.0
6729,discernment,0.0
6730,vocation,0.0
6731,Churches,0.0
6732,honoured,0.0
6733,starets,0.0
6734,man,0.0
6735,monastic,0.0
6736,graced,0.0
6737,God,0.0
6738,guidance,0.0
6739,detection,0.0
6740,correction,0.0
6741,prelest,0.0
6742,pride,0.0
6743,deception,0.0
6744,Orthodoxy,0.0
6745,Optina,0.0
6746,Monastery,0.0
6747,Priest,0.0
6748,Orders,0.0
6749,respected,0.0
6750,acumen,0.0
6751,Pope,0.0
6752,Rome,0.0
6753,bishop,0.0
6754,semi-official,0.0
6755,unofficial,0.0
6756,Protestant,0.0
6757,almost-exclusively,0.0
6758,arrangement,0.0
6759,mentorship,0.0
6760,Non-Denominational,0.0
6761,blurred,0.0
6762,confessor,0.0
6763,conservative,0.0
6764,Reformation,0.0
6765,Lutheran,0.0
6766,Anglican,0.0
6767,keeping,0.0
6768,individualistic,0.0
6769,denomination,0.0
6770,guided,0.0
6771,reading,0.0
6772,Spirit-enlightened,0.0
6773,interpretation,0.0
6774,Jesus,0.0
6775,Christ,0.0
6776,Latter-day,0.0
6777,LDS,0.0
6778,Aaronic,0.0
6779,conferred,0.0
6780,boy,0.0
6781,convert,0.0
6782,archetype,0.0
6783,Elder,0.0
6784,low-church,0.0
6785,Protestantism,0.0
6786,husband,0.0
6787,ideally,0.0
6788,consultation,0.0
6789,interpretatios,0.0
6790,Biblical,0.0
6791,proclaim,0.0
6792,Priesthood,0.0
6793,representative,0.0
6794,defer,0.0
6795,Patriarch,0.0
6796,supposed,0.0
6797,prophesy,0.0
6798,holder,0.0
6799,patriarchal,0.0
6800,blessing,0.0
6801,Hinduism,0.0
6802,exercising,0.0
6803,disciple,0.0
6804,Tibetan,0.0
6805,Dharma,0.0
6806,Tibet,0.0
6807,Lama,0.0
6808,phowa,0.0
6809,siddhi,0.0
6810,consciously,0.0
6811,reborn,0.0
6812,Bodhisattva,0.0
6813,vow,0.0
6814,Tulku,0.0
6815,Islam,0.0
6816,ranging,0.0
6817,madrassas,0.0
6818,ulema,0.0
6819,Sunnah,0.0
6820,Ahadith,0.0
6821,render,0.0
6822,verdict,0.0
6823,Schools,0.0
6824,Jurisprudence,0.0
6825,mystical,0.0
6826,Sufism,0.0
6827,esoteric,0.0
6828,exoteric,0.0
6829,actions-oriented,0.0
6830,Five,0.0
6831,Pillars,0.0
6832,spirituality,0.0
6833,saint,0.0
6834,Qutb,0.0
6835,initiate,0.0
6836,traceable,0.0
6837,founder,0.0
6838,Luther,0.0
6839,/ˈluːθər/,0.0
6840,/ˈluːðər/,0.0
6841,ˈmaɐ̯tiːn,0.0
6842,ˈlʊtɐ,0.0
6843,1483,0.0
6844,1546,0.0
6845,theology,0.0
6846,sin,0.0
6847,usefulness,0.0
6848,indulgence,0.0
6849,Ninety-Five,0.0
6850,Theses,0.0
6851,1517,0.0
6852,refusal,0.0
6853,retract,0.0
6854,demand,0.0
6855,Leo,0.0
6856,1520,0.0
6857,Emperor,0.0
6858,Diet,0.0
6859,Worms,0.0
6860,1521,0.0
6861,excommunication,0.0
6862,condemnation,0.0
6863,outlaw,0.0
6864,salvation,0.0
6865,eternal,0.0
6866,deed,0.0
6867,grace,0.0
6868,faith,0.0
6869,redeemer,0.0
6870,challenged,0.0
6871,divinely,0.0
6872,revealed,0.0
6873,sacerdotalism,0.0
6874,baptized,0.0
6875,holy,0.0
6876,Those,0.0
6877,identify,0.0
6878,Lutherans,0.0
6879,acceptable,0.0
6880,professed,0.0
6881,vernacular,0.0
6882,accessible,0.0
6883,Tyndale,0.0
6884,hymn,0.0
6885,Katharina,0.0
6886,von,0.0
6887,Bora,0.0
6888,clerical,0.0
6889,allowing,0.0
6890,clergy,0.0
6891,marry,0.0
6892,Hans,0.0
6893,Luder,0.0
6894,Ludher,0.0
6895,Margarethe,0.0
6896,Lindemann,0.0
6897,Eisleben,0.0
6898,Saxony,0.0
6899,feast,0.0
6900,Tours,0.0
6901,Mansfeld,0.0
6902,1484,0.0
6903,leaseholder,0.0
6904,mine,0.0
6905,smelter,0.0
6906,Marty,0.0
6907,hard-working,0.206320504114217
6908,trading-class,0.0
6909,middling,0.0
6910,enemy,0.0
6911,wrongly,0.0
6912,whore,0.0
6913,bath,0.0
6914,attendant,0.0
6915,ambitious,0.0
6916,eldest,0.0
6917,Magdeburg,0.0
6918,1497,0.0
6919,operated,0.0
6920,lay,0.0
6921,Brethren,0.0
6922,Common,0.0
6923,Eisenach,0.0
6924,1498,0.0
6925,focused,0.0
6926,trivium,0.0
6927,grammar,0.0
6928,rhetoric,0.0
6929,logic,0.0
6930,purgatory,0.0
6931,hell,0.0
6932,1501,0.0
6933,Erfurt,0.0
6934,beerhouse,0.0
6935,whorehouse,0.0
6936,wake,0.0
6937,wearying,0.0
6938,1505,0.0
6939,believing,0.0
6940,uncertainty,0.0
6941,assurance,0.0
6942,philosophy,0.0
6943,expressing,0.0
6944,Aristotle,0.0
6945,Ockham,0.0
6946,Gabriel,0.0
6947,Biel,0.0
6948,deeply,0.0
6949,Bartholomaeus,0.0
6950,Arnoldi,0.0
6951,Usingen,0.0
6952,Jodocus,0.0
6953,Trutfetter,0.0
6954,suspicious,0.0
6955,thinker,0.0
6956,Philosophy,0.0
6957,unsatisfying,0.0
6958,loving,0.0
6959,Reason,0.0
6960,love-hate,0.0
6961,being,0.0
6962,divine,0.0
6963,revelation,0.0
6964,Scripture,0.0
6965,horseback,0.0
6966,thunderstorm,0.0
6967,bolt,0.0
6968,telling,0.0
6969,terrified,0.0
6970,judgment,0.0
6971,cried,0.0
6972,Help,0.0
6973,Anna,0.0
6974,cry,0.0
6975,Augustinian,0.0
6976,cloister,0.0
6977,blamed,0.0
6978,sadness,0.0
6979,saddened,0.0
6980,farewell,0.0
6981,supper,0.0
6982,Black,0.0
6983,Cloister,0.0
6984,waste,0.0
6985,devoting,0.0
6986,fasting,0.0
6987,prayer,0.0
6988,pilgrimage,0.0
6989,confession,0.0
6990,touch,0.0
6991,Savior,0.0
6992,Comforter,0.0
6993,jailer,0.0
6994,hangman,0.0
6995,Johann,0.0
6996,Staupitz,0.0
6997,pointed,0.0
6998,continual,0.0
6999,merit,0.0
7000,repentance,0.0
7001,self-inflicted,0.0
7002,penance,0.0
7003,heart,0.0
7004,1507,0.0
7005,ordained,0.0
7006,1508,0.0
7007,Wittenberg,0.0
7008,Sentences,0.0
7009,Peter,0.0
7010,1509,0.0
7011,1512,0.0
7012,Doctor,0.0
7013,Theology,0.0
7014,senate,0.0
7015,theological,0.0
7016,1516,0.0
7017,Tetzel,0.0
7018,Dominican,0.0
7019,friar,0.0
7020,commissioner,0.0
7021,Basilica,0.0
7022,fiduciary,0.0
7023,dogmatic,0.0
7024,justify,0.0
7025,justification,0.0
7026,fides,0.0
7027,caritate,0.0
7028,formata,0.0
7029,donating,0.0
7030,Mainz,0.0
7031,protesting,0.0
7032,sale,0.0
7033,enclosed,0.0
7034,copy,0.0
7035,Disputation,0.0
7036,Efficacy,0.0
7037,Indulgences,0.0
7038,Hillerbrand,0.0
7039,writes,0.0
7040,confronting,0.0
7041,disputation,0.0
7042,scholarly,0.0
7043,objection,0.0
7044,tone,0.0
7045,doctrinaire,0.0
7046,nevertheless,0.0
7047,undercurrent,0.0
7048,Thesis,0.0
7049,Why,0.0
7050,wealth,0.0
7051,richest,0.0
7052,Crassus,0.0
7053,basilica,0.0
7054,objected,0.0
7055,coin,0.0
7056,coffer,0.0
7057,attested,0.0
7058,'into,0.0
7059,heaven,0.0
7060,forgiveness,0.0
7061,absolved,0.0
7062,buyer,0.0
7063,slacken,0.0
7064,oft-quoted,0.0
7065,exaggerate,0.0
7066,overstated,0.0
7067,dogma,0.0
7068,Walter,0.0
7069,Krämer,0.0
7070,Götz,0.0
7071,Trenkler,0.0
7072,Gerhard,0.0
7073,Ritter,0.0
7074,Prause,0.0
7075,pillar,0.0
7076,truth,0.0
7077,comment,0.0
7078,Philipp,0.0
7079,Melanchthon,0.0
7080,1518,0.0
7081,translated,0.0
7082,copied,0.0
7083,controversy,0.0
7084,aided,0.0
7085,printing,0.0
7086,circulated,0.0
7087,1519,0.0
7088,thronged,0.0
7089,hear,0.0
7090,speak,0.0
7091,Galatians,0.0
7092,Work,0.0
7093,Psalms,0.0
7094,productive,0.0
7095,Nobility,0.0
7096,Nation,0.0
7097,Babylonian,0.0
7098,Captivity,0.0
7099,Freedom,0.0
7100,1510,0.0
7101,lectured,0.0
7102,Hebrews,0.0
7103,Romans,0.0
7104,righteousness,0.0
7105,corrupt,0.0
7106,sight,0.0
7107,declaring,0.0
7108,sinner,0.0
7109,righteous,0.0
7110,redemption,0.0
7111,attainable,0.0
7112,Messiah,0.0
7113,comprehends,0.0
7114,godliness,0.0
7115,entirely,0.0
7116,1525,0.0
7117,publication,0.0
7118,Bondage,0.0
7119,Will,0.0
7120,Free,0.0
7121,Desiderius,0.0
7122,Erasmus,0.0
7123,1524,0.0
7124,predestination,0.0
7125,epistle,0.0
7126,Ephesians,0.0
7127,2:8–10,0.0
7128,Against,0.0
7129,cooperation,0.0
7130,imputed,0.0
7131,infused,0.0
7132,That,0.0
7133,someone,0.0
7134,fulfills,0.0
7135,Faith,0.0
7136,brings,0.0
7137,justified,0.0
7138,Paradise,0.0
7139,speaks,0.0
7140,1:17,0.0
7141,Smalcald,0.0
7142,Articles,0.0
7143,rediscovery,0.0
7144,railing,0.0
7145,Albrecht,0.0
7146,reply,0.0
7147,checked,0.0
7148,heresy,0.0
7149,forwarded,0.0
7150,revenue,0.0
7151,dispensation,0.0
7152,bishopric,0.0
7153,finger,0.0
7154,pie,0.0
7155,reformer,0.0
7156,heretic,0.0
7157,slowly,0.0
7158,deployed,0.0
7159,theologian,0.0
7160,envoy,0.0
7161,harden,0.0
7162,anti-papal,0.0
7163,Mazzolini,0.0
7164,summoned,0.0
7165,Elector,0.0
7166,Frederick,0.0
7167,Augsburg,0.0
7168,questioning,0.0
7169,legate,0.0
7170,Cardinal,0.0
7171,Cajetan,0.0
7172,papacy,0.0
7173,biblical,0.0
7174,historistical,0.0
7175,prophecy,0.0
7176,Antichrist,0.0
7177,degenerated,0.0
7178,shouting,0.0
7179,cast,0.0
7180,arrest,0.0
7181,recant,0.0
7182,desisted,0.0
7183,slipped,0.0
7184,unbeknownst,0.0
7185,Altenburg,0.0
7186,nuncio,0.0
7187,Karl,0.0
7188,Miltitz,0.0
7189,conciliatory,0.0
7190,concession,0.0
7191,silent,0.0
7192,opponent,0.0
7193,Eck,0.0
7194,expose,0.0
7195,forum,0.0
7196,staged,0.0
7197,Andreas,0.0
7198,Karlstadt,0.0
7199,Leipzig,0.0
7200,boldest,0.0
7201,assertion,0.0
7202,Matthew,0.0
7203,16:18,0.0
7204,confer,0.0
7205,interpret,0.0
7206,scripture,0.0
7207,infallible,0.0
7208,branded,0.0
7209,Hus,0.0
7210,referring,0.0
7211,stake,0.0
7212,1415,0.0
7213,warned,0.0
7214,bull,0.0
7215,edict,0.0
7216,Exsurge,0.0
7217,Domine,0.0
7218,risked,0.0
7219,recanted,0.0
7220,sentence,0.0
7221,autumn,0.0
7222,proclaimed,0.0
7223,Meissen,0.0
7224,broker,0.0
7225,decretals,0.0
7226,Burned,0.0
7227,Assertions,0.0
7228,Concerning,0.0
7229,consequence,0.0
7230,excommunicated,0.0
7231,Decet,0.0
7232,Romanum,0.0
7233,Pontificem,0.0
7234,enforcement,0.0
7235,ban,0.0
7236,secular,0.0
7237,assembly,0.0
7238,Rhine,0.0
7239,presiding,0.0
7240,safe,0.0
7241,conduct,0.0
7242,Trier,0.0
7243,stood,0.0
7244,requested,0.0
7245,prayed,0.0
7246,consulted,0.0
7247,salute,0.0
7248,bout,0.0
7249,Mullett,0.0
7250,considers,0.0
7251,classic,0.0
7252,epoch-making,0.0
7253,oratory,0.0
7254,unreliable,0.0
7255,inserted,0.0
7256,witness,0.0
7257,proceeding,0.0
7258,suggests,0.0
7259,select,0.0
7260,fate,0.0
7261,Edict,0.0
7262,banning,0.0
7263,apprehended,0.0
7264,punished,0.0
7265,notorious,0.0
7266,shelter,0.0
7267,permitted,0.0
7268,kill,0.0
7269,disappearance,0.0
7270,masked,0.0
7271,highwayman,0.0
7272,escorted,0.0
7273,Wartburg,0.0
7274,Patmos,0.0
7275,Testament,0.0
7276,poured,0.0
7277,doctrinal,0.0
7278,polemical,0.0
7279,shamed,0.0
7280,episcopate,0.0
7281,Refutation,0.0
7282,Argument,0.0
7283,Latomus,0.0
7284,expounded,0.0
7285,Jacobus,0.0
7286,Louvain,0.0
7287,emphatic,0.0
7288,argued,0.0
7289,Be,0.0
7290,let,0.0
7291,trust,0.0
7292,rejoice,0.0
7293,victor,0.0
7294,commit,0.0
7295,justice,0.0
7296,resides,0.10316345171483576
7297,widened,0.0
7298,Abrogation,0.0
7299,condemned,0.0
7300,idolatry,0.0
7301,mass,0.0
7302,asserting,0.0
7303,thanksgiving,0.0
7304,congregation,0.0
7305,Confession,0.0
7306,Whether,0.0
7307,Require,0.0
7308,absolution,0.0
7309,Judgement,0.0
7310,Monastic,0.0
7311,Vows,0.0
7312,assured,0.0
7313,nun,0.0
7314,illegitimate,0.0
7315,vain,0.0
7316,dealt,0.0
7317,broadened,0.0
7318,prophetic,0.0
7319,centered,0.0
7320,Horn,0.0
7321,Daniel,0.0
7322,8:9–12,0.0
7323,23–25,0.0
7324,antichrist,0.0
7325,Thessalonians,0.0
7326,Papacy,0.0
7327,informed,0.0
7328,ex-Augustinian,0.0
7329,Zwilling,0.0
7330,embarked,0.0
7331,radical,0.0
7332,exceeding,0.0
7333,envisaged,0.0
7334,provoked,0.0
7335,disturbance,0.0
7336,revolt,0.0
7337,smashing,0.0
7338,denunciation,0.0
7339,magistracy,0.0
7340,secretly,0.0
7341,visiting,0.0
7342,Sincere,0.0
7343,Admonition,0.0
7344,Guard,0.0
7345,Insurrection,0.0
7346,Rebellion,0.0
7347,volatile,0.0
7348,Christmas,0.0
7349,visionary,0.0
7350,zealot,0.0
7351,Zwickau,0.0
